"STUID","Y1E_ST1_1","Y1E_ST21_1","Y1E_ST21_2","Y1E_ST21_3","Y1E_ST25_1","Y1E_ST25_2","Y1E_ST25_3","Y1E_ST25_4","Y1E_ST25_5","Y1E_ENG_VS","Y1E_KOR_VS","Y1E_MATH_VS","Y1E_ST21_1R","Y1E_ST21_2R","Y1E_ST21_3R","성장신념","수업태도","학업성취도"
12924,1,1,3,2,3,3,3,3,3,492.19,373.76,495.57,5,3,4,4.66666666666667,3,453.84
12925,1,2,4,2,4,4,3,4,2,383.65,334.07,565.33,4,2,4,4,3.4,427.683333333333
12926,1,4,1,1,3,4,3,3,3,383.65,286.43,434.02,2,5,5,3,3.2,368.033333333333
12927,1,3,1,2,4,4,4,4,4,421.08,286.43,466.85,3,5,4,3.33333333333333,4,391.453333333333
12928,1,3,3,3,5,5,3,3,3,334.99,282.46,372.47,3,3,3,3,3.8,329.973333333333
12929,1,2,4,4,3,3,2,2,2,376.16,353.91,466.85,4,2,2,3.33333333333333,2.4,398.973333333333
12930,1,3,1,1,3,3,4,3,2,383.65,338.04,495.57,3,5,5,3.66666666666667,3,405.753333333333
12931,1,1,3,3,3,3,4,NA,1,334.99,290.4,372.47,5,3,3,4.33333333333333,NA,332.62
12932,1,1,2,3,5,5,4,5,5,421.08,290.4,450.43,5,4,3,4.33333333333333,4.8,387.303333333333
12933,1,3,1,1,4,4,3,3,3,421.08,282.46,351.95,3,5,5,3.66666666666667,3.4,351.83
12934,1,3,NA,NA,3,4,3,5,1,376.16,334.07,466.85,3,NA,NA,NA,3.2,392.36
12935,1,1,2,1,2,2,2,2,2,334.99,290.4,339.64,5,4,5,5,2,321.676666666667
12936,1,1,3,3,3,3,3,3,2,346.22,334.07,405.29,5,3,3,4.33333333333333,2.8,361.86
12937,1,2,2,2,3,3,3,2,2,334.99,318.19,405.29,4,4,4,4,2.6,352.823333333333
12938,1,1,1,1,4,4,4,5,3,421.08,345.97,392.98,5,5,5,5,4,386.676666666667
12939,2,3,4,3,4,2,4,2,3,368.68,322.16,339.64,3,2,3,3,3,343.493333333333
12940,2,2,2,2,4,4,4,3,3,492.19,433.3,565.33,4,4,4,4,3.6,496.94
12941,2,2,2,2,3,3,4,2,2,376.16,345.97,495.57,4,4,4,4,2.8,405.9
12942,2,1,2,2,4,4,4,4,3,492.19,385.67,565.33,5,4,4,4.66666666666667,3.8,481.063333333333
12943,2,2,2,2,3,4,3,5,2,383.65,334.07,392.98,4,4,4,4,3.4,370.233333333333
12944,2,1,1,1,4,4,2,2,3,421.08,361.85,434.02,5,5,5,5,3,405.65
12945,2,1,2,1,5,5,5,3,3,342.48,286.43,327.33,5,4,5,5,4.2,318.746666666667
12946,2,3,3,3,3,3,3,3,3,421.08,286.43,565.33,3,3,3,3,3,424.28
12947,2,1,2,1,4,5,5,2,2,376.16,338.04,495.57,5,4,5,5,3.6,403.256666666667
12948,2,3,3,3,3,3,4,3,3,492.19,334.07,524.3,3,3,3,3,3.2,450.186666666667
12949,2,4,4,3,3,3,4,2,3,383.65,330.1,421.71,2,2,3,2.33333333333333,3,378.486666666667
12950,2,3,2,2,3,3,4,4,3,421.08,318.19,495.57,3,4,4,3.33333333333333,3.4,411.613333333333
12951,1,1,1,1,5,5,5,5,5,492.19,433.3,495.57,5,5,5,5,5,473.686666666667
12952,1,5,2,2,3,3,4,1,1,368.68,345.97,372.47,1,4,4,2,2.4,362.373333333333
12953,1,1,1,1,5,5,5,4,4,492.19,361.85,434.02,5,5,5,5,4.6,429.353333333333
12954,2,1,1,1,4,4,4,3,4,492.19,381.7,524.3,5,5,5,5,3.8,466.063333333333
12955,1,4,4,3,3,2,5,3,3,376.16,286.43,372.47,2,2,3,2.33333333333333,3.2,345.02
12956,1,1,1,1,5,5,5,4,4,492.19,342,450.43,5,5,5,5,4.6,428.206666666667
12957,1,2,2,2,3,3,2,3,2,376.16,290.4,466.85,4,4,4,4,2.6,377.803333333333
12958,1,1,1,1,3,3,2,3,3,492.19,334.07,495.57,5,5,5,5,2.8,440.61
12959,1,2,2,2,4,4,4,4,4,383.65,338.04,450.43,4,4,4,4,4,390.706666666667
12960,1,5,5,5,4,3,2,1,1,342.48,286.43,372.47,1,1,1,1,2.2,333.793333333333
12961,1,5,4,1,2,3,3,4,3,376.16,290.4,372.47,1,2,5,2.33333333333333,3,346.343333333333
12962,1,2,1,1,4,4,3,2,4,383.65,286.43,434.02,4,5,5,4.33333333333333,3.4,368.033333333333
12963,1,2,2,1,3,3,2,1,2,376.16,330.1,405.29,4,4,5,4.33333333333333,2.2,370.516666666667
12964,1,3,1,1,1,1,1,1,1,372.42,282.46,392.98,3,5,5,3.66666666666667,1,349.286666666667
12965,1,3,2,2,4,4,5,3,3,376.16,361.85,594.05,3,4,4,3.33333333333333,3.8,444.02
12966,1,3,3,3,3,3,3,3,3,342.48,282.46,315.02,3,3,3,3,3,313.32
12967,1,1,1,1,3,3,3,1,1,492.19,282.46,651.5,5,5,5,5,2.2,475.383333333333
12968,2,1,1,1,5,5,5,4,5,383.65,409.48,450.43,5,5,5,5,4.8,414.52
12969,2,1,3,1,4,4,2,2,3,492.19,369.79,594.05,5,3,5,5,3,485.343333333333
12970,2,5,5,5,5,5,4,4,4,421.08,365.82,524.3,1,1,1,1,4.4,437.066666666667
12971,2,5,1,1,3,1,3,2,1,290.08,282.46,327.33,1,5,5,2.33333333333333,2,299.956666666667
12972,2,1,1,1,3,4,5,3,2,368.68,330.1,466.85,5,5,5,5,3.4,388.543333333333
12973,2,2,1,1,4,4,3,2,3,421.08,353.91,495.57,4,5,5,4.33333333333333,3.2,423.52
12974,2,1,4,4,2,2,2,1,1,376.16,361.85,434.02,5,2,2,4,1.6,390.676666666667
12975,2,1,3,4,4,4,3,4,5,342.48,338.04,298.6,5,3,2,4,4,326.373333333333
12976,2,2,2,1,4,5,5,5,5,383.65,290.4,495.57,4,4,5,4.33333333333333,4.8,389.873333333333
12977,2,2,2,2,4,4,3,4,4,492.19,469.03,524.3,4,4,4,4,3.8,495.173333333333
12978,2,5,5,5,5,5,5,5,5,376.16,353.91,434.02,1,1,1,1,5,388.03
12979,1,5,2,3,3,4,2,4,4,334.99,326.13,372.47,1,4,3,1.66666666666667,3.4,344.53
12980,1,1,1,1,5,5,4,4,4,492.19,524.6,495.57,5,5,5,5,4.4,504.12
12981,1,3,3,3,3,3,2,3,3,334.99,286.43,351.95,3,3,3,3,2.8,324.456666666667
12982,1,5,5,5,5,5,5,5,5,334.99,322.16,372.47,1,1,1,1,5,343.206666666667
12983,1,2,2,2,3,3,3,3,3,357.45,345.97,372.47,4,4,4,4,3,358.63
12984,1,2,3,2,3,3,2,2,2,334.99,334.07,434.02,4,3,4,4,2.4,367.693333333333
12985,1,5,3,2,3,4,3,3,5,346.22,449.18,450.43,1,3,4,2,3.6,415.276666666667
12986,1,3,3,3,3,3,3,2,1,334.99,290.4,298.6,3,3,3,3,2.4,307.996666666667
12987,2,1,1,1,5,5,5,5,5,383.65,413.45,495.57,5,5,5,5,5,430.89
12988,2,1,1,1,5,5,5,3,1,492.19,476.96,495.57,5,5,5,5,3.8,488.24
12989,2,2,2,2,4,3,4,3,3,357.45,433.3,434.02,4,4,4,4,3.4,408.256666666667
12990,2,1,2,2,5,4,3,2,4,357.45,453.15,434.02,5,4,4,4.66666666666667,3.6,414.873333333333
12991,2,3,3,3,4,3,3,4,4,346.22,377.73,392.98,3,3,3,3,3.6,372.31
12992,2,3,3,3,3,3,3,3,5,342.48,365.82,327.33,3,3,3,3,3.4,345.21
12993,2,2,1,1,5,5,5,5,5,372.42,353.91,351.95,4,5,5,4.33333333333333,5,359.426666666667
12994,2,3,2,2,3,4,4,4,4,376.16,469.03,495.57,3,4,4,3.33333333333333,3.8,446.92
12995,2,1,1,1,5,5,4,3,4,372.42,401.55,450.43,5,5,5,5,4.2,408.133333333333
12996,1,4,5,3,3,3,3,3,3,342.48,290.4,351.95,2,1,3,2.33333333333333,3,328.276666666667
12997,1,3,1,1,4,3,2,2,3,334.99,334.07,351.95,3,5,5,3.66666666666667,2.8,340.336666666667
12998,1,1,3,1,4,4,4,4,4,376.16,389.64,327.33,5,3,5,5,4,364.376666666667
12999,1,1,3,3,3,3,3,2,3,334.99,298.34,405.29,5,3,3,4.33333333333333,2.8,346.206666666667
13000,1,5,5,5,3,4,4,3,4,368.68,353.91,421.71,1,1,1,1,3.6,381.433333333333
13001,1,1,1,1,4,4,4,4,4,342.48,286.43,315.02,5,5,5,5,4,314.643333333333
13002,1,1,1,1,4,4,4,4,4,357.45,365.82,524.3,5,5,5,5,4,415.856666666667
13003,1,2,1,1,4,5,4,5,5,357.45,409.48,405.29,4,5,5,4.33333333333333,4.6,390.74
13004,1,2,1,1,4,3,2,3,5,372.42,381.7,421.71,4,5,5,4.33333333333333,3.4,391.943333333333
13005,1,1,1,1,1,1,1,1,1,331.25,286.43,298.6,5,5,5,5,1,305.426666666667
13006,2,5,5,5,5,5,5,5,5,376.16,421.39,450.43,1,1,1,1,5,415.993333333333
13007,2,3,3,2,3,4,4,4,4,342.48,385.67,315.02,3,3,4,3.33333333333333,3.8,347.723333333333
13008,2,2,3,3,3,3,4,2,3,334.99,361.85,392.98,4,3,3,3.66666666666667,3,363.273333333333
13009,2,4,2,1,4,4,5,3,4,421.08,433.3,495.57,2,4,5,3,4,449.983333333333
13010,2,1,1,1,3,3,5,3,3,346.22,345.97,319.12,5,5,5,5,3.4,337.103333333333
13011,2,1,1,1,5,5,5,3,4,492.19,469.03,524.3,5,5,5,5,4.4,495.173333333333
13012,2,2,2,2,5,5,3,5,2,357.45,326.13,421.71,4,4,4,4,4,368.43
13013,1,2,2,3,3,3,3,3,4,368.68,409.48,434.02,4,4,3,3.66666666666667,3.2,404.06
13014,1,1,2,2,3,3,2,1,1,357.45,600.02,565.33,5,4,4,4.66666666666667,2,507.6
13015,1,2,2,2,4,4,3,1,1,376.16,330.1,524.3,4,4,4,4,2.6,410.186666666667
13016,1,1,1,3,3,3,3,3,3,357.45,334.07,565.33,5,5,3,4.33333333333333,3,418.95
13017,1,2,4,2,5,5,5,3,4,346.22,389.64,466.85,4,2,4,4,4.4,400.903333333333
13018,1,1,1,1,3,3,4,2,3,357.45,433.3,466.85,5,5,5,5,3,419.2
13019,1,3,2,2,2,2,2,1,2,368.68,476.96,466.85,3,4,4,3.33333333333333,1.8,437.496666666667
13020,1,2,2,2,3,3,3,3,3,383.65,361.85,524.3,4,4,4,4,3,423.266666666667
13021,1,1,1,1,3,3,3,3,3,346.22,476.96,495.57,5,5,5,5,3,439.583333333333
13022,1,1,1,2,3,3,4,2,2,421.08,469.03,565.33,5,5,4,4.66666666666667,2.8,485.146666666667
13023,1,3,2,2,3,3,3,3,1,346.22,377.73,405.29,3,4,4,3.33333333333333,2.6,376.413333333333
13024,1,2,3,2,2,3,2,3,3,346.22,600.02,450.43,4,3,4,4,2.6,465.556666666667
13025,2,1,3,3,4,4,2,2,2,421.08,600.02,524.3,5,3,3,4.33333333333333,2.8,515.133333333333
13026,2,1,1,3,5,5,5,3,4,492.19,476.96,466.85,5,5,3,4.33333333333333,4.4,478.666666666667
13027,2,2,1,3,1,2,2,3,3,334.99,NA,298.6,4,5,3,3.66666666666667,2.2,NA
13028,2,1,2,2,4,3,5,3,2,357.45,600.02,495.57,5,4,4,4.66666666666667,3.4,484.346666666667
13029,2,1,2,1,4,4,3,3,3,383.65,449.18,434.02,5,4,5,5,3.4,422.283333333333
13030,2,2,2,2,3,2,3,2,2,342.48,600.02,372.47,4,4,4,4,2.4,438.323333333333
13031,2,1,3,1,3,3,4,2,3,357.45,600.02,466.85,5,3,5,5,3,474.773333333333
13032,2,3,3,3,2,3,3,2,2,357.45,306.28,392.98,3,3,3,3,2.4,352.236666666667
13033,2,2,3,2,4,4,3,2,3,368.68,405.52,524.3,4,3,4,4,3.2,432.833333333333
13034,2,1,1,1,4,3,3,3,3,368.68,365.82,421.71,5,5,5,5,3.2,385.403333333333
13035,2,1,1,1,4,4,4,1,5,492.19,476.96,466.85,5,5,5,5,3.6,478.666666666667
13036,2,1,3,3,3,3,2,2,3,492.19,600.02,495.57,5,3,3,4.33333333333333,2.6,529.26
13037,2,3,3,4,3,3,3,3,2,383.65,310.25,466.85,3,3,2,2.66666666666667,2.8,386.916666666667
13038,1,4,5,4,4,4,4,2,4,421.08,449.18,524.3,2,1,2,2,3.6,464.853333333333
13039,1,2,2,1,4,4,5,3,3,421.08,600.02,565.33,4,4,5,4.33333333333333,3.8,528.81
13040,1,3,3,3,3,4,2,2,3,372.42,469.03,565.33,3,3,3,3,2.8,468.926666666667
13041,1,2,3,2,4,4,3,1,1,342.48,433.3,434.02,4,3,4,4,2.6,403.266666666667
13042,1,1,2,1,4,3,4,1,1,492.19,469.03,495.57,5,4,5,5,2.6,485.596666666667
13043,1,1,1,1,3,3,2,2,2,368.68,345.97,434.02,5,5,5,5,2.4,382.89
13044,1,2,3,2,3,3,3,3,4,376.16,385.67,466.85,4,3,4,4,3.2,409.56
13045,1,1,4,2,5,1,4,1,1,342.48,298.34,339.64,5,2,4,4.66666666666667,2.4,326.82
13046,1,3,2,2,3,3,3,3,2,334.99,326.13,372.47,3,4,4,3.33333333333333,2.8,344.53
13047,1,1,1,1,4,3,2,2,2,372.42,381.7,524.3,5,5,5,5,2.6,426.14
13048,1,2,3,2,1,2,1,2,2,334.99,NA,315.02,4,3,4,4,1.6,NA
13049,1,2,NA,3,2,3,3,1,1,383.65,600.02,565.33,4,NA,3,3.66666666666667,2,516.333333333333
13050,2,4,2,2,4,3,3,3,3,376.16,600.02,495.57,2,4,4,2.66666666666667,3.2,490.583333333333
13051,2,2,2,2,3,4,4,3,3,492.19,476.96,565.33,4,4,4,4,3.4,511.493333333333
13052,2,1,2,2,3,3,3,3,3,421.08,469.03,405.29,5,4,4,4.66666666666667,3,431.8
13053,2,2,3,3,3,3,3,3,3,334.99,298.34,327.33,4,3,3,3.66666666666667,3,320.22
13054,2,3,2,2,4,4,3,3,3,334.99,334.07,315.02,3,4,4,3.33333333333333,3.4,328.026666666667
13055,2,1,1,1,4,3,3,2,2,376.16,433.3,495.57,5,5,5,5,2.8,435.01
13056,2,2,2,2,3,4,5,5,5,357.45,433.3,421.71,4,4,4,4,4.4,404.153333333333
13057,2,2,2,2,3,3,3,3,2,376.16,469.03,565.33,4,4,4,4,2.8,470.173333333333
13058,2,1,3,2,3,2,3,2,3,357.45,600.02,594.05,5,3,4,4.66666666666667,2.6,517.173333333333
13059,2,5,2,2,5,5,5,3,5,492.19,405.52,421.71,1,4,4,2,4.6,439.806666666667
13060,2,2,3,3,3,3,4,2,2,346.22,409.48,421.71,4,3,3,3.66666666666667,2.8,392.47
13061,2,1,1,1,4,3,3,3,3,376.16,600.02,450.43,5,5,5,5,3.2,475.536666666667
13062,2,2,2,3,3,3,3,2,2,357.45,409.48,434.02,4,4,3,3.66666666666667,2.6,400.316666666667
13063,1,1,3,2,4,4,5,2,3,383.65,441.24,524.3,5,3,4,4.66666666666667,3.6,449.73
13064,1,3,1,1,2,2,3,4,3,376.16,476.96,372.47,3,5,5,3.66666666666667,2.8,408.53
13065,1,2,3,3,4,3,3,3,2,334.99,345.97,434.02,4,3,3,3.66666666666667,3,371.66
13066,1,4,2,2,4,4,4,2,3,357.45,600.02,495.57,2,4,4,2.66666666666667,3.4,484.346666666667
13067,1,2,3,3,4,3,3,2,3,357.45,433.3,466.85,4,3,3,3.66666666666667,3,419.2
13068,1,3,3,3,3,3,2,2,2,368.68,476.96,524.3,3,3,3,3,2.4,456.646666666667
13069,1,1,2,1,4,4,3,4,4,342.48,302.31,351.95,5,4,5,5,3.8,332.246666666667
13070,1,4,1,1,2,3,3,1,1,331.25,322.16,315.02,2,5,5,3,2,322.81
13071,1,1,4,3,2,2,2,1,1,346.22,286.43,372.47,5,2,3,4.33333333333333,1.6,335.04
13072,1,1,2,1,4,4,3,3,3,492.19,600.02,594.05,5,4,5,5,3.4,562.086666666667
13073,1,3,3,3,3,3,3,3,3,383.65,318.19,434.02,3,3,3,3,3,378.62
13074,1,1,1,1,4,5,5,4,5,376.16,401.55,594.05,5,5,5,5,4.6,457.253333333333
13075,2,2,3,2,5,5,5,3,4,376.16,469.03,450.43,4,3,4,4,4.4,431.873333333333
13076,2,2,2,1,5,5,4,4,4,421.08,433.3,392.98,4,4,5,4.33333333333333,4.4,415.786666666667
13077,2,2,4,2,4,3,5,3,4,492.19,564.29,392.98,4,2,4,4,3.8,483.153333333333
13078,2,3,1,1,3,3,3,3,3,421.08,409.48,319.12,3,5,5,3.66666666666667,3,383.226666666667
13079,2,3,1,1,4,4,4,3,3,383.65,433.3,565.33,3,5,5,3.66666666666667,3.6,460.76
13080,2,1,1,1,4,5,5,3,4,376.16,334.07,405.29,5,5,5,5,4.2,371.84
13081,2,1,1,1,5,4,5,5,3,383.65,453.15,466.85,5,5,5,5,4.4,434.55
13082,2,1,2,2,4,4,3,3,4,492.19,433.3,524.3,5,4,4,4.66666666666667,3.6,483.263333333333
13083,2,1,1,1,3,4,3,3,3,346.22,433.3,450.43,5,5,5,5,3.2,409.983333333333
13084,2,2,2,1,3,3,4,3,4,376.16,524.6,466.85,4,4,5,4.33333333333333,3.4,455.87
13085,2,2,3,2,3,3,3,3,3,368.68,524.6,450.43,4,3,4,4,3,447.903333333333
13086,2,1,4,1,4,3,4,3,3,421.08,469.03,466.85,5,2,5,5,3.4,452.32
13087,1,3,3,3,3,2,2,2,2,342.48,290.4,392.98,3,3,3,3,2.2,341.953333333333
13088,1,5,5,5,4,4,4,3,4,376.16,433.3,466.85,1,1,1,1,3.8,425.436666666667
13089,1,2,2,1,4,4,5,5,4,421.08,476.96,565.33,4,4,5,4.33333333333333,4.4,487.79
13090,1,1,1,1,4,4,3,2,3,357.45,385.67,495.57,5,5,5,5,3.2,412.896666666667
13091,1,1,1,1,5,5,5,5,4,421.08,492.84,594.05,5,5,5,5,4.8,502.656666666667
13092,1,1,3,5,4,4,3,1,1,342.48,433.3,495.57,5,3,1,3.66666666666667,2.6,423.783333333333
13093,1,3,1,1,5,5,3,3,3,357.45,433.3,495.57,3,5,5,3.66666666666667,3.8,428.773333333333
13094,1,3,3,2,3,4,3,3,3,492.19,449.18,466.85,3,3,4,3.33333333333333,3.2,469.406666666667
13095,1,1,3,3,4,5,4,5,5,492.19,405.52,450.43,5,3,3,4.33333333333333,4.6,449.38
13096,1,3,2,2,3,2,3,3,2,342.48,282.46,339.64,3,4,4,3.33333333333333,2.6,321.526666666667
13097,1,2,1,1,3,4,3,3,3,346.22,433.3,651.5,4,5,5,4.33333333333333,3.2,477.006666666667
13098,1,1,2,2,3,3,1,1,1,376.16,469.03,524.3,5,4,4,4.66666666666667,1.8,456.496666666667
13099,2,5,2,2,4,3,3,3,2,492.19,600.02,565.33,1,4,4,2,3,552.513333333333
13100,1,3,3,2,3,3,3,3,5,421.08,365.82,434.02,3,3,4,3.33333333333333,3.4,406.973333333333
13101,1,2,3,3,3,3,2,1,1,357.45,421.39,434.02,4,3,3,3.66666666666667,2,404.286666666667
13102,2,3,3,3,3,3,3,3,3,421.08,469.03,495.57,3,3,3,3,3,461.893333333333
13103,2,3,3,3,3,3,3,3,3,376.16,409.48,466.85,3,3,3,3,3,417.496666666667
13104,2,1,3,3,3,3,2,3,3,421.08,413.45,594.05,5,3,3,4.33333333333333,2.8,476.193333333333
13105,2,1,1,1,1,1,1,1,1,334.99,282.46,319.12,5,5,5,5,1,312.19
13106,2,1,1,1,5,3,4,2,5,492.19,469.03,450.43,5,5,5,5,3.8,470.55
13107,2,1,1,1,4,5,3,4,4,376.16,433.3,565.33,5,5,5,5,4,458.263333333333
13108,2,2,3,2,4,4,3,4,4,492.19,600.02,466.85,4,3,4,4,3.8,519.686666666667
13109,2,1,1,1,5,5,5,2,2,492.19,476.96,495.57,5,5,5,5,3.8,488.24
13110,2,3,2,3,3,3,2,3,2,376.16,389.64,392.98,3,4,3,3,2.6,386.26
13111,2,1,1,1,4,4,2,3,3,357.45,381.7,466.85,5,5,5,5,3.2,402
13112,2,3,2,2,4,3,2,2,2,492.19,449.18,651.5,3,4,4,3.33333333333333,2.6,530.956666666667
13113,2,1,1,1,4,4,4,5,5,383.65,469.03,466.85,5,5,5,5,4.4,439.843333333333
13114,2,1,1,1,4,5,4,3,4,492.19,433.3,434.02,5,5,5,5,4,453.17
13115,1,1,1,1,5,5,3,4,5,421.08,433.3,524.3,5,5,5,5,4.4,459.56
13116,1,1,1,1,5,5,5,1,1,421.08,365.82,495.57,5,5,5,5,3.4,427.49
13117,1,3,3,3,3,3,3,3,3,357.45,306.28,351.95,3,3,3,3,3,338.56
13118,1,1,3,2,4,4,3,2,2,372.42,282.46,372.47,5,3,4,4.66666666666667,3,342.45
13119,1,2,2,2,3,3,3,3,3,383.65,342,327.33,4,4,4,4,3,350.993333333333
13120,1,1,3,1,3,3,3,3,3,376.16,338.04,392.98,5,3,5,5,3,369.06
13121,1,3,1,1,4,5,5,4,4,342.48,282.46,351.95,3,5,5,3.66666666666667,4.4,325.63
13122,1,2,3,3,4,4,4,3,2,372.42,318.19,450.43,4,3,3,3.66666666666667,3.4,380.346666666667
13123,1,2,3,3,4,4,3,2,2,357.45,389.64,495.57,4,3,3,3.66666666666667,3,414.22
13124,1,2,4,3,3,3,3,3,3,376.16,338.04,405.29,4,2,3,3.66666666666667,3,373.163333333333
13125,2,1,2,2,3,3,2,1,3,357.45,405.52,495.57,5,4,4,4.66666666666667,2.4,419.513333333333
13126,2,3,3,1,5,5,2,3,3,383.65,330.1,351.95,3,3,5,3.66666666666667,3.6,355.233333333333
13127,2,1,2,2,5,2,3,2,2,346.22,492.84,372.47,5,4,4,4.66666666666667,2.8,403.843333333333
13128,2,2,3,4,3,3,3,3,2,383.65,389.64,327.33,4,3,2,3.33333333333333,2.8,366.873333333333
13129,2,1,3,1,4,4,3,2,3,376.16,334.07,466.85,5,3,5,5,3.2,392.36
13130,2,1,2,2,3,3,3,4,3,421.08,365.82,392.98,5,4,4,4.66666666666667,3.2,393.293333333333
13131,2,3,3,3,4,4,5,2,3,372.42,433.3,421.71,3,3,3,3,3.6,409.143333333333
13132,2,2,2,2,4,3,4,2,1,383.65,600.02,466.85,4,4,4,4,2.8,483.506666666667
13133,2,2,2,1,3,3,4,2,2,492.19,600.02,594.05,4,4,5,4.33333333333333,2.8,562.086666666667
13134,2,2,2,2,2,2,3,2,2,421.08,469.03,466.85,4,4,4,4,2.2,452.32
13135,2,1,3,2,4,3,4,2,2,342.48,405.52,351.95,5,3,4,4.66666666666667,3,366.65
13136,2,2,3,3,3,3,3,2,2,383.65,405.52,466.85,4,3,3,3.66666666666667,2.6,418.673333333333
13137,1,3,5,5,2,1,1,1,1,357.45,286.43,351.95,3,1,1,2.33333333333333,1.2,331.943333333333
13138,1,3,3,3,3,4,4,4,4,368.68,286.43,495.57,3,3,3,3,3.8,383.56
13139,1,1,4,1,3,3,2,4,4,376.16,600.02,594.05,5,2,5,5,3.2,523.41
13140,1,2,2,1,4,3,3,2,4,376.16,373.76,434.02,4,4,5,4.33333333333333,3.2,394.646666666667
13141,1,2,3,2,3,3,2,1,2,372.42,322.16,372.47,4,3,4,4,2.2,355.683333333333
13142,1,5,2,2,2,2,2,2,2,376.16,433.3,495.57,1,4,4,2,2,435.01
13143,1,4,1,1,2,2,3,1,2,331.25,286.43,351.95,2,5,5,3,2,323.21
13144,1,1,3,3,3,3,3,3,3,372.42,338.04,466.85,5,3,3,4.33333333333333,3,392.436666666667
13145,1,3,3,3,3,3,3,3,3,346.22,338.04,372.47,3,3,3,3,3,352.243333333333
13146,1,1,2,1,NA,4,4,1,1,492.19,449.18,594.05,5,4,5,5,NA,511.806666666667
13147,1,2,2,4,4,4,4,3,4,492.19,600.02,594.05,4,4,2,3.33333333333333,3.8,562.086666666667
13148,1,4,4,4,4,3,3,2,3,492.19,385.67,524.3,2,2,2,2,3,467.386666666667
13149,1,2,3,3,1,1,1,1,1,383.65,286.43,405.29,4,3,3,3.66666666666667,1,358.456666666667
13150,2,2,3,4,3,4,3,2,3,383.65,334.07,466.85,4,3,2,3.33333333333333,3,394.856666666667
13151,2,5,5,3,4,3,3,3,4,372.42,338.04,351.95,1,1,3,1.66666666666667,3.4,354.136666666667
13152,2,1,1,1,3,3,1,1,1,357.45,345.97,327.33,5,5,5,5,1.8,343.583333333333
13153,2,2,3,2,4,4,4,2,3,372.42,405.52,495.57,4,3,4,4,3.4,424.503333333333
13154,2,1,3,3,3,3,3,3,3,492.19,381.7,421.71,5,3,3,4.33333333333333,3,431.866666666667
13155,2,4,4,3,5,5,5,5,5,376.16,401.55,466.85,2,2,3,2.33333333333333,5,414.853333333333
13156,2,2,1,2,4,5,4,1,1,492.19,433.3,565.33,4,5,4,4,3,496.94
13157,2,3,3,3,3,3,3,2,2,492.19,433.3,495.57,3,3,3,3,2.6,473.686666666667
13158,2,1,2,2,3,4,4,2,2,383.65,433.3,524.3,5,4,4,4.66666666666667,3,447.083333333333
13159,2,2,3,2,4,4,4,3,3,492.19,524.6,450.43,4,3,4,4,3.6,489.073333333333
13160,2,1,3,4,3,2,5,2,3,346.22,353.91,372.47,5,3,2,4,3,357.533333333333
13161,2,3,3,3,3,4,3,2,2,342.48,385.67,466.85,3,3,3,3,2.8,398.333333333333
13162,2,1,1,1,3,4,5,5,4,357.45,310.25,421.71,5,5,5,5,4.2,363.136666666667
13163,2,1,2,1,5,4,3,2,1,346.22,401.55,372.47,5,4,5,5,3,373.413333333333
13164,2,3,3,3,4,4,4,3,3,376.16,441.24,450.43,3,3,3,3,3.6,422.61
13165,2,1,3,3,3,4,4,1,3,346.22,353.91,372.47,5,3,3,4.33333333333333,3,357.533333333333
13166,2,1,4,5,3,3,3,3,1,342.48,365.82,351.95,5,2,1,3.66666666666667,2.6,353.416666666667
13167,1,2,1,1,3,3,3,2,2,357.45,409.48,372.47,4,5,5,4.33333333333333,2.6,379.8
13168,1,5,3,1,2,3,4,1,3,357.45,338.04,319.12,1,3,5,2.33333333333333,2.6,338.203333333333
13169,1,4,4,3,4,4,5,5,5,372.42,365.82,466.85,2,2,3,2.33333333333333,4.6,401.696666666667
13170,1,2,3,1,4,4,4,3,4,376.16,433.3,450.43,4,3,5,4.33333333333333,3.8,419.963333333333
13171,1,2,3,1,1,3,3,2,2,346.22,290.4,351.95,4,3,5,4.33333333333333,2.2,329.523333333333
13172,1,3,1,1,4,3,3,2,2,372.42,476.96,421.71,3,5,5,3.66666666666667,2.8,423.696666666667
13173,1,4,3,5,3,5,4,1,1,346.22,286.43,421.71,2,3,1,1.66666666666667,2.8,351.453333333333
13174,1,1,1,1,3,3,3,3,3,334.99,330.1,495.57,5,5,5,5,3,386.886666666667
13175,1,1,1,1,3,2,3,2,2,334.99,286.43,339.64,5,5,5,5,2.4,320.353333333333
13176,1,1,1,1,4,4,5,2,3,492.19,401.55,405.29,5,5,5,5,3.6,433.01
13177,1,1,4,3,5,5,5,5,3,421.08,298.34,434.02,5,2,3,4.33333333333333,4.6,384.48
13178,1,1,4,2,4,3,3,2,2,372.42,361.85,434.02,5,2,4,4.66666666666667,2.8,389.43
13179,1,1,1,1,5,5,3,3,2,421.08,342,434.02,5,5,5,5,3.6,399.033333333333
13180,1,1,1,2,5,5,4,4,4,492.19,385.67,594.05,5,5,4,4.66666666666667,4.4,490.636666666667
13181,1,1,1,1,5,5,5,5,5,376.16,413.45,466.85,5,5,5,5,5,418.82
13182,1,5,1,2,4,2,3,1,1,376.16,413.45,372.47,1,5,4,2,2.2,387.36
13183,1,4,3,1,3,3,4,4,4,383.65,345.97,524.3,2,3,5,3,3.6,417.973333333333
